Date,Price,Open,High,Low,Close,LogReturns,WeeklyReturns,WeeklyVolatility ,,Change %,,,,,,,,,,Vol.
03-01-2019,"10,672.25","10,796.80","10,814.05","10,661.25","10,676.96",,,,,-1.11%,,,,,,,,,,286.24M
02-01-2019,"10,792.50","10,868.85","10,895.35","10,735.05","10,751.47",0.006954,,,,-1.08%,,,,,,,,,,309.67M
01-01-2019,"10,910.10","10,881.70","10,923.60","10,807.10","10,929.58",0.016431,,,,0.44%,,,,,,,,,,159.40M
31-12-2018,"10,862.55","10,913.20","10,923.55","10,853.20","10,915.38",-0.0013,,,,0.02%,,,,,,,,,,186.50M
28-12-2018,"10,859.90","10,820.95","10,893.60","10,817.15","10,901.03",-0.001316,,,,0.74%,,,,,,,,,,253.09M
27-12-2018,"10,779.80","10,817.90","10,834.20","10,764.45","10,868.74",-0.002966,0.017803,0.008172448,,0.47%,,,,,,,,,,470.16M
26-12-2018,"10,729.85","10,635.45","10,747.50","10,534.55","10,701.39",-0.015518,,,,0.62%,,,,,,,,,,271.94M
24-12-2018,"10,663.50","10,780.90","10,782.30","10,649.25","10,690.34",-0.001033,,,,-0.84%,,,,,,,,,,230.29M
21-12-2018,"10,754.00","10,944.25","10,963.65","10,738.65","10,746.16",0.005208,,,,-1.81%,,,,,,,,,,389.24M
20-12-2018,"10,951.70","10,885.20","10,962.55","10,880.05","10,869.96",0.011455,,,,-0.14%,,,,,,,,,,328.80M
19-12-2018,"10,967.30","10,930.55","10,985.15","10,928.00","10,989.57",0.010944,0.011056,0.011130107,,0.54%,,,,,,,,,,321.80M
18-12-2018,"10,908.70","10,850.90","10,915.40","10,819.10","10,871.52",-0.010801,,,,0.19%,,,,,,,,,,294.94M
17-12-2018,"10,888.35","10,853.20","10,900.35","10,844.85","10,936.77",0.005984,,,,0.77%,,,,,,,,,,306.15M
14-12-2018,"10,805.45","10,784.50","10,815.75","10,752.10","10,798.52",-0.012721,,,,0.13%,,,,,,,,,,350.58M
13-12-2018,"10,791.55","10,810.75","10,838.60","10,749.50","10,864.80",0.006119,,,,0.50%,,,,,,,,,,387.81M
12-12-2018,"10,737.60","10,591.00","10,752.20","10,560.80","10,780.58",-0.007782,-0.019201,0.009200295,,1.79%,,,,,,,,,,371.70M
11-12-2018,"10,549.15","10,350.05","10,567.15","10,333.85","10,410.08",-0.034972,,,,0.58%,,,,,,,,,,438.70M
10-12-2018,"10,488.45","10,508.70","10,558.85","10,474.95","10,306.93",-0.009958,,,,-1.92%,,,,,,,,,,393.10M
07-12-2018,"10,693.70","10,644.80","10,704.55","10,599.35","10,737.41",0.040917,,,,0.87%,,,,,,,,,,335.85M
06-12-2018,"10,601.15","10,718.15","10,722.65","10,588.25","10,537.01",-0.01884,,,,-1.69%,,,,,,,,,,328.28M
05-12-2018,"10,782.90","10,820.45","10,821.05","10,747.95","10,733.89",0.018512,-0.004341,0.030373639,,-0.80%,,,,,,,,,,322.02M
04-12-2018,"10,869.50","10,877.10","10,890.95","10,833.35","10,862.96",0.011953,,,,-0.13%,,,,,,,,,,332.14M
03-12-2018,"10,883.75","10,930.70","10,941.20","10,845.35","10,937.26",0.006816,,,,0.06%,,,,,,,,,,422.36M
30-11-2018,"10,876.75","10,892.10","10,922.45","10,835.10","10,910.62",-0.002439,,,,0.17%,,,,,,,,,,467.86M
29-11-2018,"10,858.70","10,808.70","10,883.05","10,782.35","10,939.49",0.002642,,,,1.21%,,,,,,,,,,712.65M
28-11-2018,"10,728.85","10,708.75","10,757.80","10,699.85","10,751.59",-0.017326,0.001647,0.01120159,,0.40%,,,,,,,,,,437.63M
27-11-2018,"10,685.60","10,621.45","10,695.15","10,596.35","10,678.81",-0.006792,,,,0.54%,,,,,,,,,,382.83M
26-11-2018,"10,628.60","10,568.30","10,637.80","10,489.75","10,670.81",-0.000749,,,,0.97%,,,,,,,,,,332.86M
22-11-2018,"10,526.75","10,612.65","10,646.25","10,512.00","10,539.42",-0.012389,,,,-0.69%,,,,,,,,,,246.93M
21-11-2018,"10,600.05","10,670.95","10,671.30","10,562.35","10,614.39",0.007088,,,,-0.53%,,,,,,,,,,310.19M
20-11-2018,"10,656.20","10,740.10","10,740.85","10,640.85","10,632.70",0.001723,-0.011119,0.007561044,,-1.00%,,,,,,,,,,304.32M
19-11-2018,"10,763.40","10,731.25","10,774.70","10,688.80","10,812.81",0.016797,,,,0.76%,,,,,,,,,,280.52M
16-11-2018,"10,682.20","10,644.00","10,695.15","10,631.15","10,709.99",-0.009554,,,,0.62%,,,,,,,,,,353.38M
15-11-2018,"10,616.70","10,580.60","10,646.50","10,557.50","10,620.81",-0.008362,,,,0.38%,,,,,,,,,,306.01M
14-11-2018,"10,576.30","10,634.90","10,651.60","10,532.70","10,628.52",0.000726,,,,-0.06%,,,,,,,,,,396.37M
13-11-2018,"10,582.50","10,451.90","10,596.25","10,440.55","10,552.24",-0.007203,-0.007596,0.011002549,,0.96%,,,,,,,,,,262.54M
12-11-2018,"10,482.20","10,607.80","10,645.50","10,464.05","10,504.90",-0.004496,,,,-0.97%,,,,,,,,,,267.71M
09-11-2018,"10,585.20","10,614.70","10,619.55","10,544.85","10,600.90",0.009097,,,,-0.13%,,,,,,,,,,305.82M
07-11-2018,"10,598.85","10,614.45","10,616.45","10,591.80","10,683.44",0.007756,,,,0.65%,,,,,,,,,,2.83M
06-11-2018,"10,530.00","10,552.00","10,600.25","10,491.45","10,558.33",-0.01178,,,,0.06%,,,,,,,,,,309.88M
05-11-2018,"10,524.00","10,558.75","10,558.80","10,477.00","10,530.24",-0.002664,-0.002087,0.008776632,,-0.27%,,,,,,,,,,311.18M
02-11-2018,"10,553.00","10,462.30","10,606.95","10,457.70","10,635.97",0.009991,,,,1.66%,,,,,,,,,,434.18M
01-11-2018,"10,380.45","10,441.70","10,441.90","10,341.90","10,435.43",-0.019035,,,,-0.06%,,,,,,,,,,359.34M
31-10-2018,"10,386.60","10,209.55","10,396.00","10,105.10","10,398.43",-0.003553,,,,1.85%,,,,,,,,,,386.62M
30-10-2018,"10,198.40","10,239.40","10,285.10","10,175.35","10,187.18",-0.020525,,,,-0.51%,,,,,,,,,,298.75M
29-10-2018,"10,250.85","10,078.10","10,275.30","10,020.35","10,299.82",0.010996,-0.022125,0.015157784,,2.20%,,,,,,,,,,375.75M
26-10-2018,"10,030.00","10,122.35","10,128.85","10,004.55","10,027.20",-0.026825,,,,-0.94%,,,,,,,,,,375.56M
25-10-2018,"10,124.90","10,135.05","10,166.60","10,079.30","10,035.73",0.00085,,,,-0.98%,,,,,,,,,,522.42M
24-10-2018,"10,224.75","10,278.15","10,290.65","10,126.70","10,357.29",0.031539,,,,0.77%,,,,,,,,,,362.27M
23-10-2018,"10,146.80","10,152.60","10,222.10","10,102.35","10,055.14",-0.029607,,,,-0.96%,,,,,,,,,,312.04M
22-10-2018,"10,245.25","10,405.85","10,408.55","10,224.00","10,346.54",0.028568,0.004526,0.029170536,,-0.57%,,,,,,,,,,306.47M
19-10-2018,"10,303.55","10,339.70","10,380.10","10,249.60","10,191.84",-0.015064,,,,-1.43%,,,,,,,,,,368.55M
17-10-2018,"10,453.05","10,688.70","10,710.15","10,436.45","10,556.16",0.035122,,,,-1.24%,,,,,,,,,,293.59M
16-10-2018,"10,584.75","10,550.15","10,604.90","10,525.30","10,622.95",0.006307,,,,0.69%,,,,,,,,,,273.44M
15-10-2018,"10,512.50","10,524.20","10,526.30","10,410.15","10,564.19",-0.005546,,,,0.38%,,,,,,,,,,267.52M
12-10-2018,"10,472.50","10,331.55","10,492.45","10,322.15","10,571.24",0.000667,0.021485,0.018967994,,2.32%,,,,,,,,,,354.06M
11-10-2018,"10,234.65","10,169.80","10,335.95","10,138.60","9,950.13",-0.060551,,,,-2.16%,,,,,,,,,,498.51M
10-10-2018,"10,460.10","10,331.85","10,482.35","10,318.25","10,490.96",0.052928,,,,1.54%,,,,,,,,,,373.84M
09-10-2018,"10,301.05","10,390.30","10,397.60","10,279.35","10,343.54",-0.014151,,,,-0.45%,,,,,,,,,,443.80M
08-10-2018,"10,348.05","10,310.15","10,398.35","10,198.40","10,342.11",-0.000138,,,,0.31%,,,,,,,,,,470.28M
05-10-2018,"10,316.45","10,514.10","10,540.65","10,261.90","10,233.37",-0.01057,-0.032483,0.040524184,,-2.67%,,,,,,,,,,625.15M
04-10-2018,"10,599.25","10,754.70","10,754.70","10,547.25","10,497.66",0.025498,,,,-2.39%,,,,,,,,,,438.20M
03-10-2018,"10,858.25","10,982.70","10,989.05","10,843.75","10,833.34",0.031475,,,,-1.36%,,,,,,,,,,398.76M
01-10-2018,"11,008.30","10,930.90","11,035.65","10,821.55","11,008.51",0.016041,,,,0.71%,,,,,,,,,,398.99M
28-09-2018,"10,930.45","11,008.10","11,034.10","10,850.30","10,960.77",-0.004346,,,,-0.43%,,,,,,,,,,492.89M
27-09-2018,"10,977.55","11,079.80","11,089.45","10,953.35","11,003.35",0.003878,0.072545,0.014828376,,-0.69%,,,,,,,,,,418.21M
26-09-2018,"11,053.80","11,145.55","11,145.55","10,993.05","11,132.18",0.01164,,,,-0.12%,,,,,,,,,,351.04M
25-09-2018,"11,067.45","10,969.95","11,080.60","10,882.85","11,069.78",-0.005621,,,,0.91%,,,,,,,,,,417.55M
24-09-2018,"10,967.40","11,164.40","11,170.15","10,943.60","10,988.00",-0.007415,,,,-1.58%,,,,,,,,,,398.82M
21-09-2018,"11,143.10","11,271.30","11,346.80","10,866.45","11,180.00",0.017323,,,,-0.81%,,,,,,,,,,741.15M
19-09-2018,"11,234.35","11,326.65","11,332.05","11,210.90","11,282.48",0.009124,0.025051,0.010952989,,-0.39%,,,,,,,,,,258.42M
18-09-2018,"11,278.90","11,381.55","11,411.45","11,268.95","11,282.53",0.000005,,,,-0.87%,,,,,,,,,,248.30M
17-09-2018,"11,377.75","11,464.95","11,464.95","11,366.90","11,328.52",0.004068,,,,-1.19%,,,,,,,,,,207.62M
14-09-2018,"11,515.20","11,443.50","11,523.25","11,430.55","11,589.98",0.022817,,,,1.28%,,,,,,,,,,285.22M
12-09-2018,"11,369.90","11,340.10","11,380.75","11,250.20","11,422.88",-0.014522,,,,0.73%,,,,,,,,,,276.51M
11-09-2018,"11,287.50","11,476.85","11,479.40","11,274.00","11,325.36",-0.008575,0.003793,0.014306619,,-1.32%,,,,,,,,,,318.09M
10-09-2018,"11,438.10","11,570.25","11,573.00","11,427.30","11,419.84",0.008308,,,,-1.30%,,,,,,,,,,295.60M
07-09-2018,"11,589.10","11,558.25","11,603.00","11,484.40","11,610.26",0.016537,,,,0.45%,,,,,,,,,,305.03M
06-09-2018,"11,536.90","11,514.15","11,562.25","11,436.05","11,574.02",-0.003126,,,,0.52%,,,,,,,,,,255.56M
05-09-2018,"11,476.95","11,514.85","11,542.65","11,393.85","11,471.09",-0.008933,,,,-0.38%,,,,,,,,,,253.69M
04-09-2018,"11,520.30","11,598.75","11,602.55","11,496.85","11,536.12",0.005652,0.018439,0.009950276,,-0.54%,,,,,,,,,,262.70M
03-09-2018,"11,582.35","11,751.80","11,751.80","11,567.40","11,653.08",0.010088,,,,-0.84%,,,,,,,,,,241.73M
31-08-2018,"11,680.50","11,675.85","11,727.65","11,640.10","11,679.35",0.002252,,,,0.03%,,,,,,,,,,357.23M
30-08-2018,"11,676.80","11,694.75","11,698.80","11,639.70","11,679.55",0.000017,,,,-0.13%,,,,,,,,,,323.45M
29-08-2018,"11,691.90","11,744.95","11,753.20","11,678.85","11,697.97",0.001576,,,,-0.40%,,,,,,,,,,259.35M
28-08-2018,"11,738.50","11,731.95","11,760.20","11,710.50","11,778.88",0.006893,0.020825,0.004186186,,0.40%,,,,,,,,,,249.42M
27-08-2018,"11,691.95","11,605.85","11,700.95","11,595.60","11,741.64",-0.003167,,,,1.17%,,,,,,,,,,205.69M
24-08-2018,"11,557.10","11,566.60","11,604.60","11,532.00","11,541.15",-0.017222,,,,-0.22%,,,,,,,,,,225.60M
23-08-2018,"11,582.75","11,620.70","11,620.70","11,546.70","11,632.32",0.007868,,,,0.10%,,,,,,,,,,256.16M
21-08-2018,"11,570.90","11,576.20","11,581.75","11,539.60","11,595.88",-0.003138,,,,0.17%,,,,,,,,,,231.06M
20-08-2018,"11,551.75","11,502.10","11,565.30","11,499.65","11,583.76",-0.001045,-0.016703,0.008995506,,0.71%,,,,,,,,,,239.84M
17-08-2018,"11,470.75","11,437.15","11,486.45","11,431.80","11,522.93",-0.005266,,,,0.75%,,,,,,,,,,241.99M
16-08-2018,"11,385.05","11,397.15","11,449.85","11,366.25","11,347.00",-0.015385,,,,-0.44%,,,,,,,,,,299.61M
14-08-2018,"11,435.10","11,381.70","11,452.45","11,370.80","11,461.37",0.010029,,,,0.70%,,,,,,,,,,239.84M
13-08-2018,"11,355.75","11,369.60","11,406.30","11,340.30","11,295.70",-0.014561,,,,-0.65%,,,,,,,,,,254.47M
10-08-2018,"11,429.50","11,474.95","11,478.75","11,419.65","11,433.64",0.012138,-0.013045,0.013136936,,-0.36%,,,,,,,,,,336.42M
09-08-2018,"11,470.70","11,493.25","11,495.20","11,454.10","11,513.94",0.006998,,,,0.18%,,,,,,,,,,311.52M
08-08-2018,"11,450.00","11,412.50","11,459.95","11,379.30","11,472.99",-0.003563,,,,0.53%,,,,,,,,,,217.05M
07-08-2018,"11,389.45","11,423.15","11,428.95","11,359.70","11,425.43",-0.004153,,,,0.02%,,,,,,,,,,233.41M
06-08-2018,"11,387.10","11,401.50","11,427.65","11,370.60","11,427.72",0.0002,,,,0.23%,,,,,,,,,,210.00M
03-08-2018,"11,360.80","11,297.80","11,368.00","11,294.55","11,414.17",-0.001187,-0.001705,0.004466267,,1.03%,,,,,,,,,,225.15M
02-08-2018,"11,244.70","11,328.90","11,328.90","11,234.95","11,228.07",-0.016438,,,,-0.89%,,,,,,,,,,216.53M
01-08-2018,"11,346.20","11,359.80","11,390.55","11,313.55","11,349.58",0.010763,,,,-0.09%,,,,,,,,,,278.01M
31-07-2018,"11,356.50","11,311.05","11,366.00","11,267.75","11,348.38",-0.000106,,,,0.33%,,,,,,,,,,264.43M
30-07-2018,"11,319.55","11,296.65","11,328.10","11,261.45","11,338.45",-0.000875,,,,0.37%,,,,,,,,,,287.44M
27-07-2018,"11,278.35","11,232.75","11,283.40","11,210.25","11,343.95",0.000486,-0.00617,0.00973987,,0.99%,,,,,,,,,,324.34M
26-07-2018,"11,167.30","11,132.95","11,185.85","11,125.70","11,168.58",-0.015581,,,,0.32%,,,,,,,,,,376.66M
25-07-2018,"11,132.00","11,148.40","11,157.15","11,113.25","11,146.17",-0.002008,,,,-0.02%,,,,,,,,,,212.33M
24-07-2018,"11,134.30","11,109.00","11,143.40","11,092.50","11,158.99",0.00115,,,,0.45%,,,,,,,,,,212.25M
23-07-2018,"11,084.75","11,019.85","11,093.40","11,010.95","11,094.78",-0.00577,,,,0.68%,,,,,,,,,,236.15M
20-07-2018,"11,010.20","10,963.50","11,030.25","10,946.20","11,016.12",-0.007115,-0.029325,0.006325523,,0.48%,,,,,,,,,,193.14M
19-07-2018,"10,957.10","10,999.50","11,006.50","10,935.45","10,976.40",-0.003612,,,,-0.21%,,,,,,,,,,222.06M
18-07-2018,"10,980.45","11,060.20","11,076.20","10,956.30","11,032.55",0.005102,,,,-0.25%,,,,,,,,,,232.50M
17-07-2018,"11,008.05","10,939.65","11,018.50","10,925.60","11,010.76",-0.001977,,,,0.65%,,,,,,,,,,217.11M
16-07-2018,"10,936.85","11,018.95","11,019.50","10,926.25","10,937.41",-0.006684,,,,-0.74%,,,,,,,,,,216.97M
13-07-2018,"11,018.90","11,056.90","11,071.35","10,999.75","11,052.48",0.010466,0.003294,0.006982543,,-0.04%,,,,,,,,,,241.67M
12-07-2018,"11,023.20","11,006.95","11,078.30","10,999.65","11,081.80",0.002649,,,,0.68%,,,,,,,,,,256.04M
11-07-2018,"10,948.30","10,956.40","10,976.65","10,923.00","10,957.50",-0.01128,,,,0.01%,,,,,,,,,,229.21M
10-07-2018,"10,947.25","10,902.75","10,956.90","10,876.65","10,997.60",0.003654,,,,0.87%,,,,,,,,,,203.06M
09-07-2018,"10,852.90","10,838.30","10,860.35","10,807.15","10,918.50",-0.007219,,,,0.74%,,,,,,,,,,189.33M
06-07-2018,"10,772.65","10,744.15","10,816.35","10,735.05","10,766.71",-0.014,-0.026195,0.00803847,,0.21%,,,,,,,,,,256.55M
05-07-2018,"10,749.75","10,786.05","10,786.05","10,726.25","10,765.56",-0.000107,,,,-0.19%,,,,,,,,,,227.27M
04-07-2018,"10,769.90","10,715.00","10,777.15","10,677.75","10,784.65",0.001772,,,,0.65%,,,,,,,,,,179.27M
03-07-2018,"10,699.90","10,668.60","10,713.30","10,630.25","10,711.27",-0.006827,,,,0.40%,,,,,,,,,,208.37M
02-07-2018,"10,657.30","10,732.35","10,736.15","10,604.65","10,675.47",-0.003348,,,,-0.53%,,,,,,,,,,304.54M
29-06-2018,"10,714.30","10,612.85","10,723.05","10,612.35","10,738.08",0.005848,-0.002663,0.004841175,,1.18%,,,,,,,,,,250.33M
28-06-2018,"10,589.10","10,660.80","10,674.20","10,557.70","10,578.71",-0.014953,,,,-0.77%,,,,,,,,,,363.16M
27-06-2018,"10,671.40","10,785.50","10,785.50","10,652.40","10,687.35",0.010217,,,,-0.91%,,,,,,,,,,253.62M
26-06-2018,"10,769.15","10,742.70","10,805.25","10,732.55","10,749.15",0.005765,,,,0.06%,,,,,,,,,,226.85M
25-06-2018,"10,762.45","10,822.90","10,831.05","10,753.05","10,763.37",0.001323,,,,-0.55%,,,,,,,,,,236.69M
22-06-2018,"10,821.85","10,742.70","10,837.00","10,710.45","10,823.27",0.005549,0.007902,0.009763135,,0.75%,,,,,,,,,,236.90M
21-06-2018,"10,741.10","10,808.45","10,809.60","10,725.90","10,777.11",-0.004274,,,,-0.29%,,,,,,,,,,230.51M
20-06-2018,"10,772.05","10,734.65","10,781.80","10,724.05","10,796.91",0.001836,,,,0.58%,,,,,,,,,,199.47M
19-06-2018,"10,710.45","10,789.45","10,789.45","10,701.20","10,699.90",-0.009026,,,,-0.83%,,,,,,,,,,231.38M
18-06-2018,"10,799.85","10,830.20","10,830.20","10,787.35","10,811.79",0.010403,,,,-0.17%,,,,,,,,,,202.73M
15-06-2018,"10,817.70","10,808.65","10,834.00","10,755.40","10,818.38",0.000609,-0.000452,0.007274267,,0.09%,,,,,,,,,,314.76M
14-06-2018,"10,808.05","10,832.90","10,833.70","10,773.55","10,784.15",-0.003169,,,,-0.45%,,,,,,,,,,190.03M
13-06-2018,"10,856.70","10,887.50","10,893.25","10,842.65","10,901.65",0.010837,,,,0.13%,,,,,,,,,,220.00M
12-06-2018,"10,842.85","10,816.15","10,856.55","10,789.40","10,872.39",-0.002688,,,,0.52%,,,,,,,,,,204.42M
11-06-2018,"10,786.95","10,781.85","10,850.55","10,777.05","10,801.26",-0.006564,,,,0.18%,,,,,,,,,,217.85M
08-06-2018,"10,767.65","10,736.40","10,779.45","10,709.05","10,735.33",-0.006123,-0.007707,0.007130947,,-0.01%,,,,,,,,,,215.94M
07-06-2018,"10,768.35","10,722.60","10,818.00","10,722.60","10,806.24",0.006584,,,,0.78%,,,,,,,,,,227.66M
06-06-2018,"10,684.65","10,603.45","10,698.35","10,587.50","10,694.64",-0.010381,,,,0.86%,,,,,,,,,,195.76M
05-06-2018,"10,593.15","10,630.70","10,633.15","10,550.90","10,595.62",-0.009302,,,,-0.33%,,,,,,,,,,172.90M
04-06-2018,"10,628.50","10,765.95","10,770.30","10,618.35","10,698.12",0.009628,,,,-0.63%,,,,,,,,,,210.15M
01-06-2018,"10,696.20","10,738.45","10,764.75","10,681.50","10,698.72",0.000055,-0.003416,0.009055342,,-0.37%,,,,,,,,,,227.36M
31-05-2018,"10,736.15","10,670.10","10,763.80","10,620.40","10,792.81",0.008756,,,,1.15%,,,,,,,,,,629.20M
30-05-2018,"10,614.35","10,579.00","10,648.70","10,558.45","10,559.96",-0.021811,,,,-0.18%,,,,,,,,,,246.12M
29-05-2018,"10,633.30","10,689.40","10,717.25","10,616.10","10,633.82",0.00697,,,,-0.52%,,,,,,,,,,232.76M
28-05-2018,"10,688.65","10,648.35","10,709.80","10,640.55","10,732.47",0.009235,,,,0.79%,,,,,,,,,,239.79M
25-05-2018,"10,605.15","10,533.05","10,628.05","10,524.00","10,624.69",-0.010094,-0.006944,0.013950484,,0.87%,,,,,,,,,,268.92M
24-05-2018,"10,513.85","10,464.85","10,535.15","10,419.80","10,548.57",-0.00719,,,,0.80%,,,,,,,,,,306.79M
23-05-2018,"10,430.35","10,521.10","10,533.55","10,417.80","10,414.84",-0.012759,,,,-1.01%,,,,,,,,,,299.92M
22-05-2018,"10,536.70","10,518.45","10,558.60","10,490.55","10,538.44",0.011798,,,,0.19%,,,,,,,,,,249.24M
21-05-2018,"10,516.70","10,616.70","10,621.70","10,505.80","10,537.07",-0.000129,,,,-0.75%,,,,,,,,,,197.29M
18-05-2018,"10,596.40","10,671.85","10,674.95","10,589.10","10,585.41",0.004576,-0.003704,0.009642169,,-0.81%,,,,,,,,,,229.91M
17-05-2018,"10,682.70","10,775.60","10,777.25","10,664.50","10,717.41",0.012393,,,,-0.54%,,,,,,,,,,220.74M
16-05-2018,"10,741.10","10,751.95","10,790.45","10,699.70","10,691.74",-0.002398,,,,-0.56%,,,,,,,,,,238.22M
15-05-2018,"10,801.85","10,812.60","10,929.20","10,781.40","10,808.27",0.010841,,,,-0.04%,,,,,,,,,,262.20M
14-05-2018,"10,806.60","10,815.15","10,834.85","10,774.75","10,815.15",0.000636,,,,0.00%,,,,,,,,,,176.70M
11-05-2018,"10,806.50","10,741.95","10,812.05","10,724.45","10,832.18",0.001574,0.023045,0.00658652,,0.84%,,,,,,,,,,209.39M
10-05-2018,"10,716.55","10,779.65","10,785.55","10,705.00","10,754.86",-0.007164,,,,-0.23%,,,,,,,,,,197.99M
