Date,Price,Open,High,Low,Close,LogReturns,WeeklyReturns,WeeklyVolatility ,,Change %,,,,,,,,,,Vol.
11-09-2017,"10,006.05","9,971.75","10,028.65","9,968.80","10,043.55",-0.009986,-0.015555,0.008829275,,0.72%,,,,,,,,,,178.41M
08-09-2017,"9,934.80","9,958.65","9,963.60","9,913.30","9,963.63",-0.007989,,,,0.05%,,,,,,,,,,168.70M
07-09-2017,"9,929.90","9,945.85","9,964.85","9,917.20","9,959.77",-0.000387,,,,0.14%,,,,,,,,,,194.63M
06-09-2017,"9,916.20","9,899.25","9,931.55","9,882.55","9,863.61",-0.009702,,,,-0.36%,,,,,,,,,,153.77M
05-09-2017,"9,952.20","9,933.25","9,963.10","9,901.05","9,972.98",0.011027,,,,0.40%,,,,,,,,,,143.52M
04-09-2017,"9,912.85","9,984.15","9,988.40","9,861.00","9,922.25",-0.0051,-0.012151,0.008309377,,-0.62%,,,,,,,,,,153.37M
01-09-2017,"9,974.40","9,937.65","9,983.45","9,909.85","9,994.29",0.007235,,,,0.57%,,,,,,,,,,162.73M
31-08-2017,"9,917.90","9,905.70","9,925.10","9,856.95","9,939.38",-0.00551,,,,0.34%,,,,,,,,,,337.78M
30-08-2017,"9,884.40","9,859.50","9,909.45","9,850.80","9,948.24",0.000891,,,,0.90%,,,,,,,,,,162.70M
29-08-2017,"9,796.05","9,886.40","9,887.35","9,783.75","9,769.74",-0.018105,,,,-1.18%,,,,,,,,,,178.67M
28-08-2017,"9,912.80","9,907.15","9,925.75","9,882.00","9,963.62",0.019651,0.004161,0.014088831,,0.57%,,,,,,,,,,164.49M
24-08-2017,"9,857.05","9,881.20","9,881.50","9,848.85","9,886.14",-0.007807,,,,0.05%,,,,,,,,,,190.40M
23-08-2017,"9,852.50","9,803.05","9,857.90","9,786.75","9,890.30",0.00042,,,,0.89%,,,,,,,,,,173.82M
22-08-2017,"9,765.55","9,815.75","9,828.45","9,752.60","9,826.55",-0.006467,,,,0.11%,,,,,,,,,,189.27M
21-08-2017,"9,754.35","9,864.25","9,884.35","9,740.10","9,781.39",-0.004606,,,,-0.84%,,,,,,,,,,211.63M
18-08-2017,"9,837.40","9,865.95","9,865.95","9,783.65","9,799.85",0.001885,-0.016574,0.004265264,,-0.67%,,,,,,,,,,253.93M
17-08-2017,"9,904.15","9,945.55","9,947.80","9,883.75","9,952.51",0.015458,,,,0.07%,,,,,,,,,,203.65M
16-08-2017,"9,897.30","9,825.85","9,903.95","9,773.85","9,929.02",-0.002363,,,,1.05%,,,,,,,,,,226.27M
14-08-2017,"9,794.15","9,755.75","9,818.30","9,752.10","9,839.65",-0.009042,,,,0.86%,,,,,,,,,,201.61M
11-08-2017,"9,710.80","9,712.15","9,771.65","9,685.55","9,604.35",-0.024204,,,,-1.11%,,,,,,,,,,294.73M
10-08-2017,"9,820.25","9,872.85","9,892.65","9,776.20","9,784.98",0.018633,-0.001518,0.017740345,,-0.89%,,,,,,,,,,242.82M
09-08-2017,"9,908.05","9,961.15","9,969.80","9,893.05","9,890.43",0.010718,,,,-0.71%,,,,,,,,,,174.40M
08-08-2017,"9,978.55","10,068.35","10,083.80","9,947.00","9,989.82",0.009999,,,,-0.78%,,,,,,,,,,209.64M
07-08-2017,"10,057.40","10,074.80","10,088.10","10,046.35","10,065.73",0.007571,,,,-0.09%,,,,,,,,,,141.57M
04-08-2017,"10,066.40","10,008.60","10,075.25","9,988.35","10,061.65",-0.000406,,,,0.53%,,,,,,,,,,184.08M
03-08-2017,"10,013.65","10,081.15","10,081.15","9,998.25","10,013.61",-0.004786,0.023096,0.006865951,,-0.67%,,,,,,,,,,198.67M
02-08-2017,"10,081.50","10,136.30","10,137.85","10,054.20","10,102.85",0.008873,,,,-0.33%,,,,,,,,,,166.46M
01-08-2017,"10,114.65","10,101.05","10,128.60","10,065.75","10,138.42",0.003515,,,,0.37%,,,,,,,,,,190.00M
31-07-2017,"10,077.10","10,034.70","10,085.90","10,016.95","10,097.92",-0.004003,,,,0.63%,,,,,,,,,,245.10M
28-07-2017,"10,014.50","9,996.55","10,026.05","9,944.50","9,990.55",-0.010689,,,,-0.06%,,,,,,,,,,197.49M
27-07-2017,"10,020.55","10,063.25","10,114.85","10,005.50","10,063.25",0.00725,0.004945,0.008201337,,0.00%,,,,,,,,,,296.78M
26-07-2017,"10,020.65","9,983.65","10,025.95","9,965.95","10,039.56",-0.002357,,,,0.56%,,,,,,,,,,203.70M
25-07-2017,"9,964.55","10,010.55","10,011.30","9,949.10","10,008.55",-0.003094,,,,-0.02%,,,,,,,,,,191.21M
24-07-2017,"9,966.40","9,936.80","9,982.05","9,919.60","9,988.47",-0.002008,,,,0.52%,,,,,,,,,,179.91M
21-07-2017,"9,915.25","9,899.60","9,924.70","9,838.00","9,941.18",-0.004746,,,,0.42%,,,,,,,,,,193.29M
20-07-2017,"9,873.30","9,920.20","9,922.55","9,863.45","9,893.42",-0.004816,-0.017021,0.001316861,,-0.27%,,,,,,,,,,166.08M
19-07-2017,"9,899.60","9,855.95","9,905.05","9,851.65","9,928.88",0.003579,,,,0.74%,,,,,,,,,,206.38M
18-07-2017,"9,827.15","9,832.70","9,885.35","9,792.05","9,744.21",-0.018775,,,,-0.90%,,,,,,,,,,303.01M
17-07-2017,"9,915.95","9,908.15","9,928.20","9,894.70","9,937.87",0.01968,,,,0.30%,,,,,,,,,,168.60M
14-07-2017,"9,886.35","9,913.30","9,913.30","9,845.45","9,908.34",-0.002976,,,,-0.05%,,,,,,,,,,164.46M
13-07-2017,"9,891.70","9,855.80","9,897.25","9,853.45","9,931.69",0.002353,0.003861,0.013820697,,0.77%,,,,,,,,,,186.87M
12-07-2017,"9,816.10","9,807.30","9,824.95","9,787.70","9,837.70",-0.009508,,,,0.31%,,,,,,,,,,150.05M
11-07-2017,"9,786.05","9,797.45","9,830.05","9,778.85","9,812.15",-0.002601,,,,0.15%,,,,,,,,,,185.32M
10-07-2017,"9,771.05","9,719.30","9,782.15","9,646.45","9,825.24",0.001334,,,,1.09%,,,,,,,,,,38.75M
07-07-2017,"9,665.80","9,670.35","9,684.25","9,642.65","9,661.65",-0.016791,,,,-0.09%,,,,,,,,,,146.23M
06-07-2017,"9,674.55","9,653.60","9,700.70","9,639.95","9,690.28",0.00296,-0.024607,0.008193525,,0.38%,,,,,,,,,,152.00M
05-07-2017,"9,637.60","9,619.75","9,643.65","9,607.35","9,643.80",-0.004809,,,,0.25%,,,,,,,,,,134.85M
04-07-2017,"9,613.30","9,645.90","9,650.65","9,595.50","9,643.97",0.000018,,,,-0.02%,,,,,,,,,,149.31M
03-07-2017,"9,615.00","9,587.95","9,624.00","9,543.55","9,682.87",0.004025,,,,0.99%,,,,,,,,,,188.69M
30-06-2017,"9,520.90","9,478.50","9,535.80","9,448.75","9,495.56",-0.019534,,,,0.18%,,,,,,,,,,185.20M
29-06-2017,"9,504.10","9,522.95","9,575.80","9,493.80","9,536.28",0.004279,-0.01602,0.009847414,,0.14%,,,,,,,,,,267.28M
28-06-2017,"9,491.25","9,520.20","9,522.50","9,474.35","9,500.21",-0.00379,,,,-0.21%,,,,,,,,,,177.65M
27-06-2017,"9,511.40","9,594.05","9,615.40","9,473.45","9,530.73",0.003208,,,,-0.66%,,,,,,,,,,209.59M
23-06-2017,"9,574.95","9,643.25","9,647.65","9,565.30","9,588.28",0.006021,,,,-0.57%,,,,,,,,,,180.58M
22-06-2017,"9,630.00","9,642.65","9,698.85","9,617.75","9,638.79",0.005254,,,,-0.04%,,,,,,,,,,204.89M
21-06-2017,"9,633.60","9,648.10","9,650.45","9,608.60","9,627.84",-0.001137,0.009555,0.00422903,,-0.21%,,,,,,,,,,148.49M
20-06-2017,"9,653.50","9,670.50","9,676.50","9,643.75","9,666.63",0.004021,,,,-0.04%,,,,,,,,,,164.44M
19-06-2017,"9,657.55","9,626.40","9,673.30","9,614.90","9,695.71",0.003004,,,,0.72%,,,,,,,,,,146.15M
16-06-2017,"9,588.05","9,595.45","9,615.85","9,565.50","9,605.05",-0.009395,,,,0.10%,,,,,,,,,,219.81M
15-06-2017,"9,578.05","9,617.90","9,621.40","9,560.80","9,577.50",-0.002871,,,,-0.42%,,,,,,,,,,176.42M
14-06-2017,"9,618.15","9,621.55","9,627.40","9,580.45","9,633.10",0.005788,0.000546,0.006227729,,0.12%,,,,,,,,,,187.38M
13-06-2017,"9,606.90","9,615.55","9,654.15","9,595.40","9,605.93",-0.002824,,,,-0.10%,,,,,,,,,,133.73M
12-06-2017,"9,616.40","9,646.70","9,647.05","9,598.50","9,594.61",-0.00118,,,,-0.54%,,,,,,,,,,145.79M
09-06-2017,"9,668.25","9,638.55","9,676.25","9,608.15","9,659.75",0.006767,,,,0.22%,,,,,,,,,,163.90M
08-06-2017,"9,647.25","9,682.40","9,688.70","9,641.50","9,665.94",0.00064,,,,-0.17%,,,,,,,,,,160.16M
07-06-2017,"9,663.90","9,663.95","9,678.55","9,630.55","9,691.01",0.00259,0.005994,0.003711148,,0.28%,,,,,,,,,,165.67M
06-06-2017,"9,637.15","9,704.25","9,709.30","9,630.20","9,666.40",-0.002542,,,,-0.39%,,,,,,,,,,150.38M
05-06-2017,"9,675.10","9,656.30","9,687.20","9,640.70","9,677.54",0.001152,,,,0.22%,,,,,,,,,,131.69M
02-06-2017,"9,653.50","9,657.15","9,673.50","9,637.45","9,694.81",0.001783,,,,0.39%,,,,,,,,,,167.20M
01-06-2017,"9,616.10","9,603.55","9,634.65","9,589.90","9,598.75",-0.009958,,,,-0.05%,,,,,,,,,,181.53M
31-05-2017,"9,621.25","9,636.55","9,649.60","9,609.25","9,633.66",0.00363,-0.005935,0.005391426,,-0.03%,,,,,,,,,,427.05M
30-05-2017,"9,624.55","9,590.65","9,635.30","9,581.20","9,609.83",-0.002476,,,,0.20%,,,,,,,,,,199.89M
29-05-2017,"9,604.90","9,560.05","9,637.75","9,547.70","9,569.61",-0.004194,,,,0.10%,,,,,,,,,,242.27M
26-05-2017,"9,595.10","9,507.75","9,604.90","9,495.40","9,593.32",0.002475,,,,0.90%,,,,,,,,,,225.65M
25-05-2017,"9,509.75","9,384.05","9,523.30","9,379.20","9,533.26",-0.006281,,,,1.59%,,,,,,,,,,298.15M
24-05-2017,"9,360.55","9,410.90","9,431.90","9,341.65","9,385.49",-0.015621,-0.026098,0.006653941,,-0.27%,,,,,,,,,,218.26M
23-05-2017,"9,386.15","9,445.05","9,448.05","9,370.00","9,393.10",0.000811,,,,-0.55%,,,,,,,,,,231.35M
22-05-2017,"9,438.25","9,480.25","9,498.65","9,427.90","9,490.68",0.010334,,,,0.11%,,,,,,,,,,202.88M
19-05-2017,"9,427.90","9,469.90","9,505.75","9,390.75","9,468.01",-0.002392,,,,-0.02%,,,,,,,,,,259.86M
18-05-2017,"9,429.45","9,453.20","9,489.10","9,418.10","9,357.72",-0.011716,,,,-1.01%,,,,,,,,,,199.34M
17-05-2017,"9,525.75","9,517.60","9,532.60","9,486.10","9,530.92",0.01834,0.015377,0.011613684,,0.14%,,,,,,,,,,211.86M
16-05-2017,"9,512.25","9,461.00","9,517.20","9,456.35","9,528.17",-0.000289,,,,0.71%,,,,,,,,,,171.71M
15-05-2017,"9,445.40","9,433.55","9,449.25","9,423.10","9,477.89",-0.005292,,,,0.47%,,,,,,,,,,145.16M
12-05-2017,"9,400.90","9,436.65","9,437.75","9,372.55","9,414.95",-0.006663,,,,-0.23%,,,,,,,,,,159.08M
11-05-2017,"9,422.40","9,448.60","9,450.65","9,411.30","9,463.72",0.005167,,,,0.16%,,,,,,,,,,176.44M
10-05-2017,"9,407.30","9,339.65","9,414.75","9,336.00","9,430.24",-0.003543,-0.01062,0.00472166,,0.97%,,,,,,,,,,157.36M
09-05-2017,"9,316.85","9,337.35","9,338.95","9,307.70","9,340.15",-0.0096,,,,0.03%,,,,,,,,,,136.42M
08-05-2017,"9,314.05","9,311.45","9,338.70","9,297.95","9,340.32",0.000018,,,,0.31%,,,,,,,,,,179.71M
05-05-2017,"9,285.30","9,374.55","9,377.10","9,272.00","9,299.55",-0.004374,,,,-0.80%,,,,,,,,,,239.13M
04-05-2017,"9,359.90","9,360.95","9,365.65","9,323.25","9,408.69",0.011667,,,,0.51%,,,,,,,,,,277.90M
03-05-2017,"9,311.95","9,344.70","9,346.30","9,298.40","9,342.83",-0.007025,-0.009313,0.008357754,,-0.02%,,,,,,,,,,156.34M
02-05-2017,"9,313.80","9,339.85","9,352.55","9,269.90","9,349.19",0.00068,,,,0.10%,,,,,,,,,,166.56M
28-04-2017,"9,304.05","9,340.95","9,342.65","9,282.25","9,302.65",-0.00499,,,,-0.41%,,,,,,,,,,167.23M
27-04-2017,"9,342.15","9,359.15","9,367.15","9,322.65","9,349.79",0.005054,,,,-0.10%,,,,,,,,,,215.88M
26-04-2017,"9,351.85","9,336.20","9,367.00","9,301.35","9,381.95",0.003433,,,,0.49%,,,,,,,,,,191.40M
25-04-2017,"9,306.60","9,273.05","9,309.20","9,250.35","9,362.07",-0.002121,0.002057,0.004072818,,0.96%,,,,,,,,,,173.90M
24-04-2017,"9,217.95","9,135.35","9,225.40","9,130.55","9,234.01",-0.013773,,,,1.08%,,,,,,,,,,172.91M
21-04-2017,"9,119.40","9,179.10","9,183.65","9,088.75","9,161.66",-0.007866,,,,-0.19%,,,,,,,,,,159.98M
20-04-2017,"9,136.40","9,108.10","9,143.90","9,102.65","9,140.89",-0.00227,,,,0.36%,,,,,,,,,,175.63M
19-04-2017,"9,103.50","9,112.20","9,120.50","9,075.15","9,110.38",-0.003344,,,,-0.02%,,,,,,,,,,179.12M
18-04-2017,"9,105.15","9,163.00","9,217.90","9,095.45","9,129.10",0.002053,-0.0252,0.006023084,,-0.37%,,,,,,,,,,179.57M
17-04-2017,"9,139.30","9,144.75","9,160.00","9,120.25","9,132.86",0.000412,,,,-0.13%,,,,,,,,,,132.24M
13-04-2017,"9,150.80","9,202.50","9,202.65","9,144.95","9,150.05",0.00188,,,,-0.57%,,,,,,,,,,171.70M
12-04-2017,"9,203.45","9,242.50","9,246.40","9,161.80","9,209.23",0.006447,,,,-0.36%,,,,,,,,,,166.76M
11-04-2017,"9,237.00","9,184.55","9,242.70","9,172.85","9,240.58",0.003398,,,,0.61%,,,,,,,,,,206.26M
10-04-2017,"9,181.45","9,225.60","9,225.65","9,174.85","9,208.99",-0.003424,0.008714,0.003652087,,-0.18%,,,,,,,,,,139.97M
07-04-2017,"9,198.30","9,223.70","9,250.50","9,188.10","9,160.06",-0.005328,,,,-0.69%,,,,,,,,,,195.92M
06-04-2017,"9,261.95","9,245.80","9,267.95","9,218.85","9,243.03",0.009017,,,,-0.03%,,,,,,,,,,191.94M
05-04-2017,"9,265.15","9,264.40","9,273.90","9,215.40","9,292.19",0.005305,,,,0.30%,,,,,,,,,,190.53M
03-04-2017,"9,237.85","9,220.60","9,245.35","9,192.40","9,285.14",-0.000759,,,,0.70%,,,,,,,,,,143.44M
31-03-2017,"9,173.75","9,158.90","9,191.70","9,152.10","9,158.90",-0.01369,-0.005455,0.008942516,,0.00%,,,,,,,,,,196.77M
30-03-2017,"9,173.75","9,142.60","9,183.15","9,136.35","9,172.77",0.001513,,,,0.33%,,,,,,,,,,333.41M
29-03-2017,"9,143.80","9,128.70","9,153.15","9,109.10","9,171.60",-0.000127,,,,0.47%,,,,,,,,,,250.90M
28-03-2017,"9,100.80","9,081.50","9,110.40","9,079.80","9,136.90",-0.003791,,,,0.61%,,,,,,,,,,188.99M
27-03-2017,"9,045.20","9,093.45","9,094.85","9,024.65","9,030.71",-0.01169,,,,-0.69%,,,,,,,,,,209.04M
24-03-2017,"9,108.00","9,104.00","9,133.55","9,089.40","9,125.85",0.010481,-0.003615,0.008071159,,0.24%,,,,,,,,,,210.02M
23-03-2017,"9,086.30","9,048.75","9,099.05","9,048.60","9,104.85",-0.002304,,,,0.62%,,,,,,,,,,197.70M
22-03-2017,"9,030.45","9,047.20","9,072.90","9,019.30","8,956.73",-0.016403,,,,-1.00%,,,,,,,,,,239.46M
21-03-2017,"9,121.50","9,133.95","9,147.75","9,087.20","9,128.47",0.018993,,,,-0.06%,,,,,,,,,,255.40M
20-03-2017,"9,126.85","9,166.95","9,167.60","9,116.30","9,133.95",0.0006,,,,-0.36%,,,,,,,,,,342.40M
17-03-2017,"9,160.05","9,207.80","9,218.40","9,147.60","9,214.25",0.008753,0.00964,0.013166893,,0.07%,,,,,,,,,,295.55M
16-03-2017,"9,153.70","9,129.65","9,158.45","9,128.55","9,199.04",-0.001652,,,,0.76%,,,,,,,,,,215.10M
15-03-2017,"9,084.80","9,086.85","9,106.55","9,075.50","9,085.03",-0.01247,,,,-0.02%,,,,,,,,,,248.03M
14-03-2017,"9,087.00","9,091.65","9,122.75","9,060.50","9,247.12",0.017684,,,,1.71%,,,,,,,,,,278.73M
10-03-2017,"8,934.55","8,953.70","8,975.70","8,903.95","8,960.86",-0.031445,,,,0.08%,,,,,,,,,,157.42M
09-03-2017,"8,927.00","8,914.50","8,945.80","8,899.50","8,917.17",-0.004887,-0.032772,0.017810433,,0.03%,,,,,,,,,,176.81M
08-03-2017,"8,924.30","8,950.70","8,957.05","8,891.95","8,928.32",0.001249,,,,-0.25%,,,,,,,,,,183.33M
07-03-2017,"8,946.90","8,977.75","8,977.85","8,932.80","8,961.59",0.003719,,,,-0.18%,,,,,,,,,,178.83M
06-03-2017,"8,963.45","8,915.10","8,967.80","8,914.00","8,981.07",0.002172,,,,0.74%,,,,,,,,,,180.20M
03-03-2017,"8,897.55","8,883.50","8,907.10","8,860.10","8,881.72",-0.011124,,,,-0.02%,,,,,,,,,,208.92M
02-03-2017,"8,899.75","8,982.85","8,992.50","8,879.80","8,937.04",0.006209,0.002225,0.006734225,,-0.51%,,,,,,,,,,225.61M
01-03-2017,"8,945.80","8,904.40","8,960.80","8,898.60","8,971.18",0.003813,,,,0.75%,,,,,,,,,,212.33M
28-02-2017,"8,879.60","8,898.95","8,914.75","8,867.60","8,882.04",-0.009986,,,,-0.19%,,,,,,,,,,302.72M
27-02-2017,"8,896.70","8,943.70","8,951.80","8,888.65","8,900.77",0.002106,,,,-0.48%,,,,,,,,,,195.85M
23-02-2017,"8,939.50","8,956.40","8,982.15","8,927.55","8,968.94",0.00763,,,,0.14%,,,,,,,,,,388.87M
22-02-2017,"8,926.90","8,931.60","8,960.75","8,905.25","8,950.36",-0.002074,0.001489,0.006722509,,0.21%,,,,,,,,,,254.68M
21-02-2017,"8,907.85","8,890.75","8,920.80","8,860.95","8,919.20",-0.003487,,,,0.32%,,,,,,,,,,181.09M
20-02-2017,"8,879.20","8,818.55","8,886.25","8,809.80","8,875.87",-0.00487,,,,0.65%,,,,,,,,,,173.02M
17-02-2017,"8,821.70","8,883.70","8,896.45","8,804.25","8,928.12",0.005869,,,,0.50%,,,,,,,,,,307.53M
16-02-2017,"8,778.00","8,739.00","8,783.95","8,719.60","8,792.31",-0.015328,,,,0.61%,,,,,,,,,,190.28M
15-02-2017,"8,724.70","8,778.95","8,807.90","8,712.85","8,711.35",-0.00925,-0.027066,0.007815591,,-0.77%,,,,,,,,,,222.83M
14-02-2017,"8,792.30","8,819.90","8,820.45","8,772.50","8,807.55",0.010983,,,,-0.14%,,,,,,,,,,194.13M
13-02-2017,"8,805.05","8,819.80","8,826.90","8,754.20","8,831.27",0.002689,,,,0.13%,,,,,,,,,,211.18M
10-02-2017,"8,793.55","8,812.35","8,822.10","8,771.20","8,827.33",-0.000446,,,,0.17%,,,,,,,,,,232.95M
09-02-2017,"8,778.40","8,795.55","8,821.40","8,724.10","8,805.23",-0.002507,,,,0.11%,,,,,,,,,,193.28M
08-02-2017,"8,769.05","8,774.55","8,791.25","8,715.00","8,775.43",-0.00339,0.007328,0.005811219,,0.01%,,,,,,,,,,225.49M
07-02-2017,"8,768.30","8,805.70","8,809.30","8,741.05","8,773.12",-0.000263,,,,-0.37%,,,,,,,,,,233.30M
06-02-2017,"8,801.05","8,785.45","8,814.10","8,770.20","8,846.07",0.008281,,,,0.69%,,,,,,,,,,200.40M
03-02-2017,"8,740.95","8,735.15","8,748.25","8,707.75","8,742.14",-0.011818,,,,0.08%,,,,,,,,,,196.94M
02-02-2017,"8,734.25","8,724.75","8,757.60","8,685.80","8,742.20",0.000007,,,,0.20%,,,,,,,,,,292.33M
01-02-2017,"8,716.40","8,570.35","8,722.40","8,537.50","8,725.47",-0.001915,-0.005709,0.007167069,,1.81%,,,,,,,,,,337.80M
31-01-2017,"8,561.30","8,629.45","8,631.75","8,552.40","8,557.83",-0.019401,,,,-0.83%,,,,,,,,,,537.11M
30-01-2017,"8,632.75","8,635.55","8,662.60","8,617.75","8,626.91",0.008041,,,,-0.10%,,,,,,,,,,314.11M
27-01-2017,"8,641.25","8,610.50","8,672.70","8,606.90","8,649.25",0.002585,,,,0.45%,,,,,,,,,,283.91M
25-01-2017,"8,602.75","8,499.45","8,612.60","8,493.95","8,626.94",-0.002582,,,,1.50%,,,,,,,,,,301.49M
24-01-2017,"8,475.80","8,407.05","8,480.95","8,398.15","8,491.12",-0.015869,-0.027226,0.01181068,,1.00%,,,,,,,,,,184.75M
23-01-2017,"8,391.50","8,329.60","8,404.15","8,327.20","8,371.25",-0.014218,,,,0.50%,,,,,,,,,,200.99M
20-01-2017,"8,349.35","8,404.35","8,423.65","8,340.95","8,318.63",-0.006306,,,,-1.02%,,,,,,,,,,208.90M
19-01-2017,"8,435.10","8,418.40","8,445.15","8,404.05","8,436.92",0.01412,,,,0.22%,,,,,,,,,,170.96M
18-01-2017,"8,417.00","8,403.85","8,460.30","8,397.40","8,423.18",-0.00163,,,,0.23%,,,,,,,,,,168.87M
17-01-2017,"8,398.00","8,415.05","8,440.90","8,378.30","8,399.90",-0.002767,-0.010801,0.010347488,,-0.18%,,,,,,,,,,125.78M
16-01-2017,"8,412.80","8,390.95","8,426.70","8,374.40","8,403.54",0.000432,,,,0.15%,,,,,,,,,,127.94M
13-01-2017,"8,400.35","8,457.65","8,461.05","8,373.15","8,450.88",0.005618,,,,-0.08%,,,,,,,,,,190.95M
12-01-2017,"8,407.20","8,391.05","8,417.20","8,382.30","8,417.90",-0.00391,,,,0.32%,,,,,,,,,,177.95M
11-01-2017,"8,380.65","8,327.80","8,389.00","8,322.25","8,420.24",0.000278,,,,1.11%,,,,,,,,,,192.28M
10-01-2017,"8,288.60","8,262.70","8,293.80","8,261.00","8,315.58",-0.012507,-0.010089,0.006767444,,0.64%,,,,,,,,,,147.31M
09-01-2017,"8,236.05","8,259.35","8,263.00","8,227.75","8,251.92",-0.007686,,,,-0.09%,,,,,,,,,,102.21M
06-01-2017,"8,243.80","8,281.85","8,306.85","8,233.25","8,252.04",0.000014,,,,-0.36%,,,,,,,,,,143.69M
05-01-2017,"8,273.80","8,226.65","8,282.65","8,223.70","8,310.56",0.007067,,,,1.02%,,,,,,,,,,163.96M
04-01-2017,"8,190.50","8,202.65","8,218.50","8,180.90","8,201.01",-0.01327,,,,-0.02%,,,,,,,,,,136.48M
03-01-2017,"8,192.25","8,196.05","8,219.10","8,148.60","8,209.16",0.000994,-0.01288,0.007951662,,0.16%,,,,,,,,,,131.19M
